Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,VALUBusy,VALUUtilization,SQ_WAVES,LDSBankConflict,MemUnitStalled,SQ_WAIT_INST_LDS,SQ_INSTS_VMEM_RD,SQ_INSTS_VALU,SQ_INSTS_LDS,DispatchNs,BeginNs,EndNs,CompleteNs
101298,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101600,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0449747720,98.7695312500,8,0.0000000000,0.4690074788,17,96,616,24,37424089791145,37424089838794,37424090044234,37424093786824
101299,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101601,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6642549789,94.2115461618,260,0.0000000000,0.4411488643,0,3084,25709,0,37424090021924,37424090044234,37424090278475,37424108110017
101300,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101602,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,27.8374156859,83.4069636154,480,0.0000000000,1.3238588718,670,23712,1256456,10593,37424090253643,37424090278475,37424090575916,37424107927126
101301,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101603,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.6221714030,97.0490910736,480,7.3691449041,0.6688377119,207284,21168,765880,21840,37424090518862,37424090575916,37424090752076,37424107821299
101302,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101604,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0445297932,98.7695312500,8,0.0000000000,0.4800299239,16,96,616,24,37424090700152,37424090752076,37424090871436,37424107709437
101303,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101605,1059749,1059749,122880,256,0,0,60,0,32,64,0x0,0x708db844b000,36.9747877633,97.7445838558,1920,0.0000000000,12.4427242697,0,48128,1430784,0,37424090844863,37424090871436,37424091017997,37424107603470
101304,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101606,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,16.8146754405,96.7202095172,960,0.0000000000,5.2952152187,0,16000,496080,0,37424090972257,37424091017997,37424091148077,37424107497235
101305,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101607,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.3828439313,99.7167266187,128,0.0000000000,2.0566389157,1642,9536,84096,7616,37424091112858,37424091148077,37424091317678,37424107387633
101306,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101608,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,15.1327079625,97.3208739211,960,0.0000000000,1.8024117550,0,16384,451392,0,37424091287476,37424091317678,37424091482638,37424107271930
101307,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101609,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0419914442,98.7695312500,8,0.0000000000,0.3958273203,20,96,616,24,37424091435896,37424091482638,37424091581838,37424107161537
101308,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101610,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.7519140578,94.2115461618,260,0.0000000000,0.4266244547,0,3084,25709,0,37424091559746,37424091581838,37424091715279,37424107054080
101309,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101611,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,30.0822378997,83.4101768591,480,0.0000000000,1.4727931530,789,23712,1256456,10593,37424091692441,37424091715279,37424091888879,37424106938120
101310,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101612,1059749,1059749,30720,256,18944,0,108,0,32,64,0x0,0x708daf3e3640,25.4019949062,98.5078622650,480,6.2647850559,1.0731570216,304057,33456,1113176,21840,37424091833789,37424091888879,37424092010320,37424106827677
101311,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101613,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0441848584,98.7695312500,8,0.0000000000,1.0174130340,19,96,616,24,37424091959877,37424092010320,37424092155280,37424106716123
101312,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101614,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,25.2080195280,96.1343562046,960,0.0000000000,9.3660059333,0,26112,932160,0,37424092133474,37424092155280,37424092310320,37424106610020
101313,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101615,1059749,1059749,4608,256,1536,0,28,0,64,64,0x0,0x708daf3b2400,0.3820344450,97.9857708255,72,0.0000000000,0.8256163051,85,170,4946,288,37424092265435,37424092310320,37424092429361,37424106498968
101314,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101616,1059749,1059749,4608,256,42496,0,96,0,32,64,0x0,0x708daf3b2440,3.0078706658,96.3814238567,72,0.5199839278,0.2514041843,4832,1136,74846,22744,37424092408424,37424092429361,37424092570321,37424106387654
101315,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101617,1059749,1059749,4096,256,0,0,16,0,32,64,0x0,0x708daf3b2480,0.6766671340,99.4561464088,64,0.0000000000,0.1554404145,0,2368,9152,0,37424092539708,37424092570321,37424092695761,37424106274924
101316,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101618,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.3795772323,97.3210883065,960,0.0000000000,1.1358131022,0,16384,451392,0,37424092670666,37424092695761,37424092929682,37424106162679
101317,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101619,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0455120820,98.7695312500,8,0.0000000000,0.4503492504,22,96,616,24,37424092888849,37424092929682,37424093040242,37424106052436
101318,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101620,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.8134854772,94.2115461618,260,0.0000000000,0.2674058692,0,3084,25709,0,37424093013879,37424093040242,37424093171603,37424105936525
101319,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101621,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,27.7599338801,83.4090638427,480,0.0000000000,1.7225805631,532,23712,1256456,10593,37424093147963,37424093171603,37424093334643,37424105828895
101320,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101622,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.6350146152,97.0492165064,480,7.3737438392,0.8594211012,203422,21168,765880,21840,37424093278615,37424093334643,37424093465044,37424105717270
101321,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101623,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0452514282,98.7695312500,8,0.0000000000,0.4748403981,20,96,616,24,37424093418559,37424093465044,37424093565524,37424105606549
101322,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101624,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,24.6981547481,95.9917128795,960,0.0000000000,9.3204146751,0,32384,1202640,0,37424093542306,37424093565524,37424093739284,37424105491734
101323,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101625,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.1272630121,99.7167266187,128,0.0000000000,3.6777326352,1491,9536,84096,7616,37424093678397,37424093739284,37424094089364,37424105380056
101324,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101626,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.0114248699,97.3210883065,960,0.0000000000,2.0719968393,0,16384,451392,0,37424094048030,37424094089364,37424098583457,37424105273000
101325,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101627,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0398173380,98.7695312500,8,0.0000000000,0.9453822087,16,96,616,24,37424098537687,37424098583457,37424098688257,37424105165253
101326,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101628,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6900618716,94.2115461618,260,0.0000000000,3.6183834458,0,3084,25709,0,37424098664754,37424098688257,37424098812737,37424105054014
101327,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101629,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,30.1183233313,83.4099563623,480,0.0000000000,1.3044011833,774,23712,1256456,10593,37424098789368,37424098812737,37424098971458,37424104934071
101328,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101630,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.1357442512,97.0484639146,480,7.1952780987,0.5089843449,203096,21168,765880,21840,37424098915202,37424098971458,37424099095138,37424104819689
101329,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101631,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0416992442,98.7695312500,8,0.0000000000,0.9933309228,13,96,616,24,37424099049538,37424099095138,37424099206498,37424104709537
101330,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101632,1059749,1059749,122880,256,0,0,60,0,32,64,0x0,0x708db844b000,39.6264907426,97.7434326345,1920,0.0000000000,14.4326433866,0,48128,1430784,0,37424099183089,37424099206498,37424099367619,37424104588352
101331,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101633,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,17.9854205232,96.7207882874,960,0.0000000000,4.8994897011,0,16000,496080,0,37424099321443,37424099367619,37424099476739,37424104477374
101332,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101634,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.4419785186,99.7167266187,128,0.0000000000,4.1223251431,1673,9536,84096,7616,37424099444551,37424099476739,37424099603940,37424104364015
101333,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101635,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.7713949411,97.3213026928,960,0.0000000000,1.6996043828,0,16384,451392,0,37424099571699,37424099603940,37424099738020,37424104251827
101334,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101636,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0462561434,98.7695312500,8,0.0000000000,0.4681569838,18,96,616,24,37424099698649,37424099738020,37424099844100,37424104138692
101335,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101637,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6932703111,94.2115461618,260,0.0000000000,0.3946652150,0,3084,25709,0,37424099820877,37424099844100,37424099975301,37424104023815
101336,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101638,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.8606228885,83.4171766355,480,0.0000000000,1.7918594244,733,23712,1256456,10593,37424099950990,37424099975301,37424100138341,37424103899495
101337,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101639,1059749,1059749,30720,256,18944,0,108,0,32,64,0x0,0x708daf3e3640,28.2296860363,98.5083016219,480,6.9621974436,0.9490750166,303141,33456,1113176,21840,37424100082624,37424100138341,37424100270661,37424103898880
101338,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101640,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0441428020,98.7695312500,8,0.0000000000,0.4799248458,20,96,616,24,37424100211603,37424100270661,37424100369382,37424118133002
101339,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101641,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,27.7703694586,95.9917916727,960,0.0000000000,12.4513358396,0,32384,1202640,0,37424100347255,37424100369382,37424100553382,37424117994193
101340,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101642,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.5318405590,99.7167266187,128,0.0000000000,2.3229610070,1428,9536,84096,7616,37424100499756,37424100553382,37424100697063,37424117880574
101341,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101643,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.7132361826,97.3213026928,960,0.0000000000,1.2943327559,0,16384,451392,0,37424100661916,37424100697063,37424100835143,37424117768601
101342,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101644,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0455431735,98.7695312500,8,0.0000000000,0.4209640076,15,96,616,24,37424100805753,37424100835143,37424100961223,37424117657557
101343,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101645,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6368300813,94.2115461618,260,0.0000000000,0.4752995427,0,3084,25709,0,37424100938405,37424100961223,37424101096584,37424117543090
101344,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101646,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,28.1364388033,83.3957577835,480,0.0000000000,1.8934429359,737,23712,1256456,10593,37424101072548,37424101096584,37424101257064,37424117436133
101345,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101647,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,19.6970275554,97.0490910736,480,7.0385531863,0.8179732030,204582,21168,765880,21840,37424101199829,37424101257064,37424101382024,37424117323558
101346,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101648,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0434699921,98.7695312500,8,0.0000000000,0.9935988332,19,96,616,24,37424101335157,37424101382024,37424101801226,37424117212918
101347,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101649,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,25.2690901108,96.1377173819,960,0.0000000000,9.6562616128,0,26112,932160,0,37424101771423,37424101801226,37424101951466,37424117103061
101348,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101650,1059749,1059749,4608,256,1536,0,28,0,64,64,0x0,0x708daf3b2400,0.3898833142,97.9857708255,72,0.0000000000,0.9034907598,89,170,4946,288,37424101906739,37424101951466,37424102077386,37424116987029
101349,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101651,1059749,1059749,4608,256,42496,0,96,0,32,64,0x0,0x708daf3b2440,3.0951454422,96.3814238567,72,0.5350715050,0.1655986752,4821,1136,74846,22744,37424102055565,37424102077386,37424102215787,37424116871863
101350,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101652,1059749,1059749,4096,256,0,0,16,0,32,64,0x0,0x708daf3b2480,0.5213790620,99.4561464088,64,0.0000000000,0.1194933482,0,2368,9152,0,37424102186311,37424102215787,37424102351467,37424116712862
101351,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101653,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.6479303461,97.3213026928,960,0.0000000000,1.3741909896,0,16384,451392,0,37424102319281,37424102351467,37424102490507,37424116596565
101352,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101654,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0438524366,98.7695312500,8,0.0000000000,0.4600961330,20,96,616,24,37424102450485,37424102490507,37424102607468,37424116483992
101353,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101655,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.7383954497,94.2115461618,260,0.0000000000,0.3044140030,0,3084,25709,0,37424102585946,37424102607468,37424102735628,37424116372433
101354,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101656,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.3597329998,83.4089075100,480,0.0000000000,1.4169342990,812,23712,1256456,10593,37424102711372,37424102735628,37424102907309,37424116264132
101355,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101657,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.1374226997,97.0494673729,480,7.1959522768,1.2915782024,201730,21168,765880,21840,37424102850859,37424102907309,37424103042349,37424116151838
101356,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101658,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0429380350,98.7695312500,8,0.0000000000,0.5208117623,17,96,616,24,37424102995448,37424103042349,37424103147629,37424116036530
101357,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101659,1059749,1059749,122880,256,0,0,60,0,32,64,0x0,0x708db844b000,38.2467129843,97.7420105750,1920,0.0000000000,11.8143523168,0,48128,1430784,0,37424103124484,37424103147629,37424103310190,37424115923949
101358,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101660,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,16.3278486702,96.7232963714,960,0.0000000000,4.8832978787,0,16000,496080,0,37424103262459,37424103310190,37424103426830,37424115816107
101359,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101661,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.3517195648,99.7167266187,128,0.0000000000,1.9459198996,1289,9536,84096,7616,37424103391112,37424103426830,37424103574670,37424115690917
101360,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101662,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.9744679017,97.3206595367,960,0.0000000000,1.9843122607,0,16384,451392,0,37424103538293,37424103574670,37424103697711,37424115577931
101361,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101663,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0378156722,98.7695312500,8,0.0000000000,0.4876188947,15,96,616,24,37424103657899,37424103697711,37424103819791,37424115467271
101362,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101664,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.5372845586,94.2115461618,260,0.0000000000,0.4101743886,0,3084,25709,0,37424103792087,37424103819791,37424108536444,37424115359383
101363,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101665,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.9755363019,83.4139976013,480,0.0000000000,1.5080513841,818,23712,1256456,10593,37424108506032,37424108536444,37424108691485,37424115246607
101364,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101666,1059749,1059749,30720,256,18944,0,108,0,32,64,0x0,0x708daf3e3640,27.9713410283,98.5087409827,480,6.8985134063,0.6175329281,303384,33456,1113176,21840,37424108637675,37424108691485,37424108817565,37424115133456
101365,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101667,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0397002630,98.7695312500,8,0.0000000000,1.3936511448,17,96,616,24,37424108766757,37424108817565,37424108917245,37424114952302
101366,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101668,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,30.6469644142,95.9920280528,960,0.0000000000,10.1591600606,0,32384,1202640,0,37424108893400,37424108917245,37424109068766,37424114843779
101367,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101669,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.3336331205,99.7167266187,128,0.0000000000,3.2486271132,1698,9536,84096,7616,37424109017614,37424109068766,37424109174206,37424114726735
101368,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101670,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,14.4726807838,97.3210883065,960,0.0000000000,1.4084507042,0,16384,451392,0,37424109141768,37424109174206,37424109309886,37424114612382
101369,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101671,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0445837687,98.7695312500,8,0.0000000000,0.4748730231,21,96,616,24,37424109269957,37424109309886,37424109414047,37424114498781
101370,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101672,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.7198567606,94.2115461618,260,0.0000000000,0.4792299899,0,3084,25709,0,37424109392539,37424109414047,37424109548287,37424114390373
101371,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101673,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.5566641396,83.4025076814,480,0.0000000000,2.1706187040,935,23712,1256456,10593,37424109525302,37424109548287,37424109706687,37424114277350
101372,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101674,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.5872726982,97.0490910736,480,7.3566741702,1.0660754150,204171,21168,765880,21840,37424109651391,37424109706687,37424109826528,37424114170573
101373,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101675,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0445242170,98.7695312500,8,0.0000000000,0.9760933389,16,96,616,24,37424109778371,37424109826528,37424109949088,37424114049989
101374,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101676,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,28.5377605997,95.9916340865,960,0.0000000000,9.5883037927,0,32384,1202640,0,37424109923417,37424109949088,37424110139809,37424113931633
101375,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101677,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.4009236321,99.7167266187,128,0.0000000000,1.5994475758,1369,9536,84096,7616,37424110088532,37424110139809,37424110262049,37424125164685
101376,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101678,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,14.1692105050,97.3204451533,960,0.0000000000,1.3198972900,0,16384,451392,0,37424110230397,37424110262049,37424110396929,37424130180166
101377,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101679,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0460623857,98.7695312500,8,0.0000000000,0.3578102016,17,96,616,24,37424110358432,37424110396929,37424110512290,37424130070964
101378,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101680,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.7213469870,94.2115461618,260,0.0000000000,0.4544910896,0,3084,25709,0,37424110489835,37424110512290,37424110644930,37424129959852
