Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,VALUBusy,VALUUtilization,SQ_WAVES,LDSBankConflict,MemUnitStalled,SQ_WAIT_INST_LDS,SQ_INSTS_VMEM_RD,SQ_INSTS_VALU,SQ_INSTS_LDS,DispatchNs,BeginNs,EndNs,CompleteNs
101633,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101936,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,29.3913689615,95.9910825390,960,0.0000000000,11.3171462412,0,32384,1202640,0,37424175770787,37424175793011,37424175965492,37424180962014
101634,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101937,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.3092283427,99.7167266187,128,0.0000000000,2.2216802288,1919,9536,84096,7616,37424175912800,37424175965492,37424176077172,37424180811927
101635,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101938,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.9932739020,97.3210883065,960,0.0000000000,1.7440790563,0,16384,451392,0,37424176043677,37424176077172,37424176211412,37424180687792
101636,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101939,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0464171744,98.7695312500,8,0.0000000000,0.3834893406,13,96,616,24,37424176171470,37424176211412,37424176316693,37424180687256
101637,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101940,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6600828047,94.2115461618,260,0.0000000000,0.4670934187,0,3084,25709,0,37424176293104,37424176316693,37424176449973,37424198152132
101638,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101941,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.9196278075,83.4121122600,480,0.0000000000,1.3501223107,657,23712,1256456,10593,37424176424961,37424176449973,37424176610133,37424198033817
101639,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101942,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.3480922776,97.0479621932,480,7.2711206488,0.9851161392,205649,21168,765880,21840,37424176553036,37424176610133,37424176724534,37424197912441
101640,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101943,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0441464559,98.7695312500,8,0.0000000000,0.9690916986,17,96,616,24,37424176677550,37424176724534,37424176839574,37424197795095
101641,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101944,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,25.6635781325,96.1672489370,960,0.0000000000,8.0841617971,0,25088,888000,0,37424176815340,37424176839574,37424176989334,37424197680100
101642,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 1>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101945,1059749,1059749,61440,256,0,0,60,0,32,64,0x0,0x708db844b040,8.9268113102,97.9858986298,960,0.0000000000,0.3599368274,0,6144,149312,0,37424176944844,37424176989334,37424177470936,37424197560612
101643,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101946,1059749,1059749,4608,256,1536,0,28,0,64,64,0x0,0x708daf3b2400,0.3757843596,97.9857708255,72,0.0000000000,0.8294811423,95,170,4946,288,37424177441408,37424177470936,37424177592856,37424197441932
101644,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101947,1059749,1059749,4608,256,42496,0,96,0,32,64,0x0,0x708daf3b2440,3.0833151810,96.5660814276,72,0.5334365999,0.2322074067,5069,1136,74926,22784,37424177572714,37424177592856,37424177734617,37424197328071
101645,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101948,1059749,1059749,4096,256,0,0,16,0,32,64,0x0,0x708daf3b2480,0.7018564296,99.4561464088,64,0.0000000000,0.1775892092,0,2368,9152,0,37424177703083,37424177734617,37424177855257,37424197204367
101646,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101949,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,14.0098572945,97.3210883065,960,0.0000000000,1.9253818076,0,16384,451392,0,37424177829509,37424177855257,37424177995097,37424197084744
101647,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101950,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0423465269,98.7695312500,8,0.0000000000,0.4961566856,19,96,616,24,37424177955516,37424177995097,37424178116058,37424196966315
101648,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101951,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.7102997574,94.2115461618,260,0.0000000000,0.3080632199,0,3084,25709,0,37424178087419,37424178116058,37424178242458,37424196849762
101649,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101952,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,30.1122513253,83.4037839501,480,0.0000000000,1.4233136620,786,23712,1256456,10593,37424178218127,37424178242458,37424178399098,37424196732441
101650,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101953,1059749,1059749,30720,256,18944,0,108,0,32,64,0x0,0x708daf3e3640,27.5337223811,98.5097075903,480,6.7906510655,0.5609186129,302732,33456,1113176,21840,37424178342400,37424178399098,37424178521819,37424196613779
101651,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101954,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0437086816,98.7695312500,8,0.0000000000,0.4912185558,19,96,616,24,37424178468311,37424178521819,37424178615099,37424196496783
101652,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101955,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,29.9278502469,95.9919492593,960,0.0000000000,9.6287732985,0,32384,1202640,0,37424178592028,37424178615099,37424178773819,37424196377426
101653,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101956,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.2706844319,99.7167266187,128,0.0000000000,1.8182954261,1678,9536,84096,7616,37424178720610,37424178773819,37424178877820,37424196255346
101654,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101957,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,14.2141980411,97.3204451533,960,0.0000000000,0.8961935242,0,16384,451392,0,37424178845185,37424178877820,37424179017980,37424196142245
101655,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101958,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0425102290,98.7695312500,8,0.0000000000,0.4313687476,15,96,616,24,37424178977628,37424179017980,37424179132220,37424196025714
101656,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101959,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6812201877,94.2115461618,260,0.0000000000,2.4832888858,0,3084,25709,0,37424179108058,37424179132220,37424179263101,37424195904823
101657,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101960,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.8515738234,83.4079192365,480,0.0000000000,1.6680942724,789,23712,1256456,10593,37424179238246,37424179263101,37424179430461,37424195787871
101658,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101961,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.6643804884,97.0479621932,480,7.3841420422,0.6203455127,205645,21168,765880,21840,37424179367598,37424179430461,37424179546142,37424195672351
101659,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101962,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0419089528,98.7695312500,8,0.0000000000,1.5714576133,22,96,616,24,37424179497660,37424179546142,37424179645982,37424195554004
101660,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101963,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,28.7152453684,95.9919492593,960,0.0000000000,11.3697719263,0,32384,1202640,0,37424179621418,37424179645982,37424179798302,37424195435166
101661,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101964,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.4477412954,99.7167266187,128,0.0000000000,3.0950079403,1497,9536,84096,7616,37424179748144,37424179798302,37424179922623,37424195310252
101662,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101965,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,14.0155977919,97.3208739211,960,0.0000000000,1.7294385405,0,16384,451392,0,37424179889410,37424179922623,37424180061343,37424195192345
101663,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101966,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0435072263,98.7695312500,8,0.0000000000,0.3604520713,17,96,616,24,37424180020794,37424180061343,37424180192063,37424195074784
101664,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101967,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.7182339991,94.2115461618,260,0.0000000000,0.4066649872,0,3084,25709,0,37424180162468,37424180192063,37424180319904,37424194954587
101665,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101968,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.0680015799,83.4026019927,480,0.0000000000,1.5450000646,742,23712,1256456,10593,37424180294901,37424180319904,37424180479104,37424194832789
101666,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101969,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,17.1491548865,97.0460807843,480,6.1279040387,0.5250817967,204521,21168,765880,21840,37424180421087,37424180479104,37424180627105,37424194658035
101667,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101970,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0392445426,98.7695312500,8,0.0000000000,0.5067070350,19,96,616,24,37424180568687,37424180627105,37424186554481,37424194517159
101668,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101971,1059749,1059749,122880,256,0,0,60,0,32,64,0x0,0x708db844b000,38.8587535942,97.7456673831,1920,0.0000000000,12.8127125690,0,48128,1430784,0,37424186527246,37424186554481,37424186708082,37424194398757
101669,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101972,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,16.3854953100,96.7194378345,960,0.0000000000,6.8577049323,0,16000,496080,0,37424186659350,37424186708082,37424186820402,37424194275739
101670,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101973,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.3193039014,99.7167266187,128,0.0000000000,2.5777847973,1776,9536,84096,7616,37424186783500,37424186820402,37424186936243,37424194158799
101671,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101974,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,14.0955610204,97.3204451533,960,0.0000000000,1.7815294625,0,16384,451392,0,37424186902592,37424186936243,37424187163123,37424194039534
101672,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101975,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0445800421,98.7695312500,8,0.0000000000,0.3025368874,16,96,616,24,37424187120878,37424187163123,37424187263763,37424193907240
101673,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101976,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6699782202,94.2115461618,260,0.0000000000,0.4905146850,0,3084,25709,0,37424187240432,37424187263763,37424187389844,37424193787705
101674,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101977,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.3765810862,83.4162219728,480,0.0000000000,1.4261523160,823,23712,1256456,10593,37424187364913,37424187389844,37424187550164,37424193666596
101675,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101978,1059749,1059749,30720,256,18944,0,108,0,32,64,0x0,0x708daf3e3640,27.9106171954,98.5003937970,480,6.8829539344,1.1012521086,303711,33456,1113176,21840,37424187493185,37424187550164,37424187672725,37424193551336
101676,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101979,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0429899511,98.7695312500,8,0.0000000000,1.0238067084,22,96,616,24,37424187620251,37424187672725,37424187766645,37424193435161
101677,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101980,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,25.6096766841,96.1362913991,960,0.0000000000,9.2484123068,0,26112,932160,0,37424187742408,37424187766645,37424187920885,37424193309004
101678,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101981,1059749,1059749,4608,256,1536,0,28,0,64,64,0x0,0x708daf3b2400,0.3832264402,97.9857708255,72,0.0000000000,0.7606323850,96,170,4946,288,37424187875207,37424187920885,37424188020566,37424193191211
101679,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101982,1059749,1059749,4608,256,42496,0,96,0,32,64,0x0,0x708daf3b2440,3.0072549297,96.5660814276,72,0.5202776073,0.1653783712,4969,1136,74926,22784,37424187997862,37424188020566,37424188157526,37424193071390
101680,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101983,1059749,1059749,4096,256,0,0,16,0,32,64,0x0,0x708daf3b2480,0.6789038141,99.4561464088,64,0.0000000000,0.1209420751,0,2368,9152,0,37424188127073,37424188157526,37424188280406,37424192945588
101681,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101984,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.6516843796,97.3208739211,960,0.0000000000,1.0874346989,0,16384,451392,0,37424188254714,37424188280406,37424188417047,37424192817142
101682,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101985,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0467549166,98.7695312500,8,0.0000000000,0.4266178361,16,96,616,24,37424188376903,37424188417047,37424188528727,37424192816627
101683,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101986,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6548655812,94.2115461618,260,0.0000000000,0.2720966392,0,3084,25709,0,37424188498472,37424188528727,37424188643927,37424210342120
101684,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101987,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.9654807983,83.4162191254,480,0.0000000000,1.5965855201,781,23712,1256456,10593,37424188619047,37424188643927,37424188806008,37424210226681
101685,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101988,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.4416932190,97.0492165064,480,7.3046621118,1.0106261860,201415,21168,765880,21840,37424188749057,37424188806008,37424188923608,37424210105891
101686,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101989,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0453707642,98.7695312500,8,0.0000000000,0.4799571540,16,96,616,24,37424188874750,37424188923608,37424189030648,37424209989471
101687,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101990,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,30.8974476028,95.9918704659,960,0.0000000000,11.1490023519,0,32384,1202640,0,37424189004732,37424189030648,37424189184249,37424209874175
101688,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101991,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.4728565963,99.7167266187,128,0.0000000000,3.1835185628,1718,9536,84096,7616,37424189133051,37424189184249,37424189289369,37424209755096
101689,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101992,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.2258835183,97.3213026928,960,0.0000000000,3.2001199193,0,16384,451392,0,37424189257818,37424189289369,37424189423610,37424209637164
101690,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101993,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0447539929,98.7695312500,8,0.0000000000,0.9339546965,18,96,616,24,37424189382919,37424189423610,37424189532730,37424209521744
101691,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101994,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.6749061087,94.2115461618,260,0.0000000000,4.2444453214,0,3084,25709,0,37424189510231,37424189532730,37424189661690,37424209403689
101692,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101995,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.5998391222,83.4076904991,480,0.0000000000,1.2495166581,760,23712,1256456,10593,37424189636669,37424189661690,37424189825211,37424209287025
101693,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101996,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.2789484720,97.0480876231,480,7.2464223935,1.2687832319,202075,21168,765880,21840,37424189767328,37424189825211,37424189941051,37424209170744
101694,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101997,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0452360758,98.7695312500,8,0.0000000000,0.9808822941,26,96,616,24,37424189893652,37424189941051,37424190042011,37424209052369
101695,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101998,1059749,1059749,122880,256,0,0,60,0,32,64,0x0,0x708db844b000,40.1643988090,97.7433649164,1920,0.0000000000,12.3303638974,0,48128,1430784,0,37424190018667,37424190042011,37424190192892,37424208930753
101696,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101999,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,18.4214877855,96.7256116414,960,0.0000000000,5.0939684847,0,16000,496080,0,37424190145316,37424190192892,37424190302972,37424208810031
101697,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,102000,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.4632843584,99.7167266187,128,0.0000000000,2.9237806991,1781,9536,84096,7616,37424190268597,37424190302972,37424190427612,37424208689042
101698,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,102001,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.9883274478,97.3213026928,960,0.0000000000,1.4500576364,0,16384,451392,0,37424190395030,37424190427612,37424190552573,37424208536445
101699,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,102002,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0435409693,98.7695312500,8,0.0000000000,0.5184357052,17,96,616,24,37424190511708,37424190552573,37424190661693,37424208416114
101700,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,102003,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.7665723525,94.2115461618,260,0.0000000000,0.3997403079,0,3084,25709,0,37424190637819,37424190661693,37424190788413,37424208298712
101701,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,102004,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,30.0025879562,83.4037771741,480,0.0000000000,1.9894505763,1024,23712,1256456,10593,37424190763445,37424190788413,37424190946654,37424208183267
101702,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,102005,1059749,1059749,30720,256,18944,0,108,0,32,64,0x0,0x708daf3e3640,27.8489663293,98.5080380073,480,6.8682833763,1.1148653224,303176,33456,1113176,21840,37424190889751,37424190946654,37424191070974,37424208062152
101703,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,102006,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0450222297,98.7695312500,8,0.0000000000,0.5553140622,16,96,616,24,37424191018585,37424191070974,37424191166334,37424207941913
101704,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,102007,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,30.1529349451,95.9927372004,960,0.0000000000,10.0275854382,0,32384,1202640,0,37424191142332,37424191166334,37424191323935,37424207824351
101705,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,102008,1059749,1059749,8192,256,3072,0,184,0,64,64,0x0,0x708db8121400,3.3942279810,99.7167266187,128,0.0000000000,4.0251521014,1451,9536,84096,7616,37424191270358,37424191323935,37424191433055,37424207704934
101706,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,102009,1059749,1059749,61440,256,0,0,112,0,48,64,0x0,0x708db844afc0,13.8779952431,97.3213026928,960,0.0000000000,1.1836883001,0,16384,451392,0,37424191400866,37424191433055,37424191570496,37424207587221
101707,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,102010,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0430593681,98.7695312500,8,0.0000000000,0.4879436349,18,96,616,24,37424191529001,37424191570496,37424191683776,37424207467255
101708,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,102011,1059749,1059749,16640,256,0,0,36,0,32,64,0x0,0x708daf3e3580,1.7774930861,94.2115461618,260,0.0000000000,0.4721640523,0,3084,25709,0,37424191660266,37424191683776,37424191825216,37424207349377
101709,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,102012,1059749,1059749,30720,256,512,0,64,0,48,64,0x0,0x708daf3e35c0,29.3074479272,83.4140867434,480,0.0000000000,1.6034582503,898,23712,1256456,10593,37424191793532,37424191825216,37424191979137,37424207226974
101710,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,102013,1059749,1059749,30720,256,18944,0,84,0,32,64,0x0,0x708daf3e3600,20.2701980509,97.0441994484,480,7.2430053442,0.5345841709,202050,21168,765880,21840,37424191921374,37424191979137,37424192095297,37424207105551
101711,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,102014,1059749,1059749,512,512,512,0,28,0,32,64,0x0,0x708db8461680,0.0420278434,98.7695312500,8,0.0000000000,1.0190690999,23,96,616,24,37424192048531,37424192095297,37424192198657,37424206987601
101712,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,102015,1059749,1059749,61440,256,0,0,72,0,48,64,0x0,0x708db844af40,25.0780631413,96.1380229551,960,0.0000000000,7.7722659531,0,26112,932160,0,37424192175377,37424192198657,37424192346498,37424206866227
