Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,VALUBusy,VALUUtilization,SQ_WAVES,LDSBankConflict,MemUnitStalled,SQ_WAIT_INST_LDS,SQ_INSTS_VMEM_RD,SQ_INSTS_VALU,SQ_INSTS_LDS,DispatchNs,BeginNs,EndNs,CompleteNs
101308,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101610,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6376887623,94.2115461618,260,0.0000000000,0.4611082464,0,3084,25709,0,48298444453909,48298444483142,48298444625061,48298473189645
101309,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101611,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,26.6084558077,83.4006901963,480,0.0000000000,1.3566261077,765,23712,1256456,10593,48298444604017,48298444625061,48298444816421,48298473080648
101310,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101612,1553930,1553930,30720,256,9728,0,108,0,32,64,0x0,0x73c6a4de3640,27.6685230588,98.3605368890,480,1.2469759210,1.2640841028,2350,26976,1014536,9600,48298444759911,48298444816421,48298444938981,48298472966283
101311,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101613,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0422927983,98.7695312500,8,0.0000000000,0.9966105612,16,96,616,24,48298444896748,48298444938981,48298445090981,48298472852653
101312,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101614,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,23.8878765331,96.1370043852,960,0.0000000000,9.4582899271,0,26112,932160,0,48298445065053,48298445090981,48298445314820,48298472742308
101313,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101615,1553930,1553930,4608,256,1536,0,28,0,64,64,0x0,0x73c6a5032400,0.3423004967,97.9857708255,72,0.0000000000,0.2291808486,72,170,4946,288,48298445269962,48298445314820,48298445447780,48298472631749
101314,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101616,1553930,1553930,4608,256,26112,0,96,0,48,64,0x0,0x73c6a5032440,2.8752819125,96.3820691819,72,0.4961659901,1.4525675707,5676,1136,74914,22744,48298445425262,48298445447780,48298445590660,48298472520466
101315,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101617,1553930,1553930,4096,256,0,0,16,0,32,64,0x0,0x73c6a5032480,0.4841918711,99.4561464088,64,0.0000000000,0.1011067251,0,2368,9152,0,48298445559531,48298445590660,48298445725380,48298472410252
101316,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101618,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.9226871787,97.3213026928,960,0.0000000000,1.4031719070,0,16384,451392,0,48298445701541,48298445725380,48298445876259,48298472302768
101317,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101619,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0433692485,98.7695312500,8,0.0000000000,0.9548040088,17,96,616,24,48298445839498,48298445876259,48298446010979,48298472190762
101318,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101620,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6562452630,94.2115461618,260,0.0000000000,0.4075159594,0,3084,25709,0,48298445988775,48298446010979,48298446149699,48298472078926
101319,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101621,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,27.5794096963,83.4119930191,480,0.0000000000,1.5964894416,660,23712,1256456,10593,48298446126405,48298446149699,48298446322179,48298471972396
101320,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101622,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,19.3130102931,96.6151935879,480,3.9547537719,1.0629244240,971,14688,667240,9600,48298446265869,48298446322179,48298446457538,48298471860817
101321,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101623,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0414239482,98.7695312500,8,0.0000000000,0.9988912208,15,96,616,24,48298446414829,48298446457538,48298446571458,48298471749075
101322,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101624,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,29.1811697302,95.9891915673,960,0.0000000000,10.3729806269,0,32384,1202640,0,48298446548557,48298446571458,48298446739938,48298471634450
101323,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101625,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.2427151908,99.7167266187,128,0.0000000000,1.4369263794,1850,9536,84096,7616,48298446688913,48298446739938,48298446897538,48298471521616
101324,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101626,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,12.8122389307,97.3210883065,960,0.0000000000,1.6179358699,0,16384,451392,0,48298446866024,48298446897538,48298447056577,48298471409593
101325,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101627,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0405808129,98.7695312500,8,0.0000000000,0.4014598540,19,96,616,24,48298447009747,48298447056577,48298447217537,48298471297828
101326,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101628,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6424276588,94.2115461618,260,0.0000000000,0.4826998743,0,3084,25709,0,48298447194524,48298447217537,48298447360097,48298471184959
101327,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101629,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,28.7871355671,83.4098290070,480,0.0000000000,1.2855107368,789,23712,1256456,10593,48298447335248,48298447360097,48298447539776,48298471039576
101328,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101630,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,19.6467486205,96.6174834612,480,4.0231892156,0.5697380905,973,14688,667240,9600,48298447476812,48298447539776,48298447662656,48298470912474
101329,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101631,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0415692388,98.7695312500,8,0.0000000000,0.4305672648,15,96,616,24,48298447617059,48298447662656,48298447774816,48298470794008
101330,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101632,1553930,1553930,122880,256,0,0,60,0,32,64,0x0,0x73c6a5073000,36.8156542855,97.7464123219,1920,0.0000000000,12.7643315097,0,48128,1430784,0,48298447753825,48298447774816,48298447937856,48298470680052
101331,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101633,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,17.3226082870,96.7200165954,960,0.0000000000,4.8513670293,0,16000,496080,0,48298447890515,48298447937856,48298448065696,48298470565917
101332,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101634,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.3437072452,99.7167266187,128,0.0000000000,1.4255616369,1878,9536,84096,7616,48298448031051,48298448065696,48298448198015,48298470454753
101333,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101635,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.4884356652,97.3204451533,960,0.0000000000,1.4853079173,0,16384,451392,0,48298448165437,48298448198015,48298448414655,48298470340729
101334,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101636,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0439391443,98.7695312500,8,0.0000000000,0.4324422402,16,96,616,24,48298448374631,48298448414655,48298448597055,48298470231686
101335,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101637,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6462013635,94.2115461618,260,0.0000000000,0.4677186267,0,3084,25709,0,48298448572131,48298448597055,48298448729854,48298470119431
101336,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101638,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,27.3606777197,83.4110635277,480,0.0000000000,1.6179357953,745,23712,1256456,10593,48298448706616,48298448729854,48298448914334,48298469996234
101337,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101639,1553930,1553930,30720,256,9728,0,108,0,32,64,0x0,0x73c6a4de3640,27.1370937775,98.3622685412,480,1.2230467879,0.8582538283,2205,26976,1014536,9600,48298448861635,48298448914334,48298449082654,48298469878828
101338,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101640,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0414787162,98.7695312500,8,0.0000000000,0.4755934109,18,96,616,24,48298449038471,48298449082654,48298449232094,48298469764760
101339,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101641,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,26.7262711753,95.9910037471,960,0.0000000000,9.6121645946,0,32384,1202640,0,48298449211551,48298449232094,48298449456413,48298469653682
101340,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101642,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.2675849403,99.7167266187,128,0.0000000000,3.5140862915,2021,9536,84096,7616,48298449402514,48298449456413,48298449633853,48298469517601
101341,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101643,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,12.8662449266,97.3213026928,960,0.0000000000,2.0536025061,0,16384,451392,0,48298449602931,48298449633853,48298449856733,48298469398485
101342,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101644,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0424560845,98.7695312500,8,0.0000000000,0.4848344622,18,96,616,24,48298449809098,48298449856733,48298449985052,48298469286807
101343,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101645,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6487475479,94.2115461618,260,0.0000000000,0.4861870124,0,3084,25709,0,48298449957267,48298449985052,48298450143292,48298469175267
101344,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101646,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,29.0591419318,83.4077903518,480,0.0000000000,1.3432177556,709,23712,1256456,10593,48298450121650,48298450143292,48298450372892,48298469053095
101345,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101647,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,19.2413437311,96.6184853149,480,3.9402127441,0.9264940483,982,14688,667240,9600,48298450311609,48298450372892,48298450502811,48298468938084
101346,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101648,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0426734944,98.7695312500,8,0.0000000000,1.0334824127,16,96,616,24,48298450461088,48298450502811,48298450627611,48298468810818
101347,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101649,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,24.0750320115,96.1371062412,960,0.0000000000,9.1577261694,0,26112,932160,0,48298450605974,48298450627611,48298450804091,48298468697751
101348,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101650,1553930,1553930,4608,256,1536,0,28,0,64,64,0x0,0x73c6a5032400,0.3809646893,97.9857708255,72,0.0000000000,0.8202967412,71,170,4946,288,48298450761561,48298450804091,48298450935131,48298468582565
101349,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101651,1553930,1553930,4608,256,26112,0,96,0,48,64,0x0,0x73c6a5032440,2.9656423736,96.3820691819,72,0.5117588220,0.2224250687,5919,1136,74914,22744,48298450914779,48298450935131,48298451170650,48298468425117
101350,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101652,1553930,1553930,4096,256,0,0,16,0,32,64,0x0,0x73c6a5032480,0.6715829507,99.4561464088,64,0.0000000000,0.2652782274,0,2368,9152,0,48298451137094,48298451170650,48298451335290,48298468190668
101351,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101653,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.2653049297,97.3213026928,960,0.0000000000,2.1373969020,0,16384,451392,0,48298451307163,48298451335290,48298451491770,48298467964027
101352,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101654,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0433234502,98.7695312500,8,0.0000000000,0.4639388303,16,96,616,24,48298451453307,48298451491770,48298451613210,48298467819627
101353,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101655,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6868655679,94.2115461618,260,0.0000000000,0.3116147309,0,3084,25709,0,48298451595650,48298451613210,48298451754329,48298467688250
101354,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101656,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,28.8847285252,83.4075703002,480,0.0000000000,1.6970966194,635,23712,1256456,10593,48298451731363,48298451754329,48298451933049,48298467524400
101355,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101657,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,19.3040924636,96.6150504744,480,3.9529217994,1.1742774013,1025,14688,667240,9600,48298451876938,48298451933049,48298452070009,48298467369408
101356,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101658,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0433252099,98.7695312500,8,0.0000000000,0.5706273640,19,96,616,24,48298452029178,48298452070009,48298452232088,48298467262684
101357,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 2>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101659,1553930,1553930,122880,256,0,0,60,0,32,64,0x0,0x73c6a5073000,35.7070302257,97.7445161362,1920,0.0000000000,11.9923235857,0,48128,1430784,0,48298452205268,48298452232088,48298452445208,48298467151044
101358,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101660,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,16.9778310609,96.7250328135,960,0.0000000000,4.8972514002,0,16000,496080,0,48298452399655,48298452445208,48298452582488,48298467036333
101359,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101661,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.1495170929,99.7167266187,128,0.0000000000,3.3392511620,1815,9536,84096,7616,48298452548542,48298452582488,48298452730648,48298466922212
101360,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101662,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,12.0450915150,97.3210883065,960,0.0000000000,3.8883211805,0,16384,451392,0,48298452689383,48298452730648,48298453113046,48298466802266
101361,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101663,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0410335321,98.7695312500,8,0.0000000000,0.9542979233,16,96,616,24,48298453064039,48298453113046,48298458434477,48298466688865
101362,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101664,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.5335087719,94.2115461618,260,0.0000000000,1.9288272313,0,3084,25709,0,48298458418760,48298458434477,48298458605357,48298466576387
101363,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101665,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,29.8488183450,83.4050830806,480,0.0000000000,1.4262319581,664,23712,1256456,10593,48298458576356,48298458605357,48298458792396,48298466469152
101364,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)1, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101666,1553930,1553930,30720,256,9728,0,108,0,32,64,0x0,0x73c6a4de3640,28.6907367499,98.3583243111,480,1.2930163647,0.7814151664,2299,26976,1014536,9600,48298458730005,48298458792396,48298458921356,48298466359330
101365,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101667,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0421091416,98.7695312500,8,0.0000000000,1.5490914951,15,96,616,24,48298458872988,48298458921356,48298459080556,48298466247844
101366,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101668,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,27.5387891282,95.9902946251,960,0.0000000000,9.9688861232,0,32384,1202640,0,48298459057690,48298459080556,48298459385195,48298466132971
101367,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101669,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.1240342745,99.7167266187,128,0.0000000000,2.9076909079,1469,9536,84096,7616,48298459335463,48298459385195,48298459596395,48298466014756
101368,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101670,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.6129053539,97.3206595367,960,0.0000000000,1.0410396717,0,16384,451392,0,48298459562167,48298459596395,48298459815595,48298465894160
101369,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101671,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0431743976,98.7695312500,8,0.0000000000,0.4565847461,19,96,616,24,48298459774880,48298459815595,48298459939114,48298465781892
101370,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101672,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.5759203837,94.2115461618,260,0.0000000000,0.4873078010,0,3084,25709,0,48298459918460,48298459939114,48298460096234,48298465674058
101371,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101673,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,29.2913167521,83.3970963162,480,0.0000000000,2.6650347948,818,23712,1256456,10593,48298460074119,48298460096234,48298460259114,48298465562079
101372,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101674,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,18.7468274993,96.6111865707,480,3.8386564702,1.0997373502,999,14688,667240,9600,48298460202388,48298460259114,48298460379434,48298465447921
101373,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101675,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0437230147,98.7695312500,8,0.0000000000,1.0082188469,13,96,616,24,48298460337345,48298460379434,48298460494473,48298465338626
101374,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101676,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,29.5520414896,95.9916340865,960,0.0000000000,9.6380084469,0,32384,1202640,0,48298460472295,48298460494473,48298460650473,48298465215649
101375,"void miso::kernels::deltanet_step_kernel<256>(miso::kernels::DeltaNetStepParams) [clone .kd]",1,1,101677,1553930,1553930,8192,256,3072,0,184,0,64,64,0x0,0x73c6a5051400,3.3388881382,99.7167266187,128,0.0000000000,2.8467242413,1904,9536,84096,7616,48298460598353,48298460650473,48298460761833,48298465215020
101376,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101678,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,13.6288443756,97.3206595367,960,0.0000000000,1.4443365410,0,16384,451392,0,48298460729144,48298460761833,48298460907433,48298488213324
101377,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101679,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0437984178,98.7695312500,8,0.0000000000,0.4063726124,13,96,616,24,48298460867071,48298460907433,48298461008233,48298488085767
101378,"void miso::kernels::moe_router_kernel<256>(miso::kernels::MoeRouterParams) [clone .kd]",1,1,101680,1553930,1553930,16640,256,0,0,36,0,32,64,0x0,0x73c6a4de3580,1.6151145602,94.2115461618,260,0.0000000000,0.4612040265,0,3084,25709,0,48298460985454,48298461008233,48298461149672,48298487966798
101379,"void miso::kernels::moe_gate_up_kernel<256>(miso::kernels::MoeGateUpParams) [clone .kd]",1,1,101681,1553930,1553930,30720,256,512,0,64,0,48,64,0x0,0x73c6a4de35c0,27.7870128768,83.4169242021,480,0.0000000000,1.3903620308,759,23712,1256456,10593,48298461125013,48298461149672,48298461309032,48298487845969
101380,"void miso::kernels::moe_down_kernel<(miso::kernels::QType)0, 256>(miso::kernels::MoeDownParams) [clone .kd]",1,1,101682,1553930,1553930,30720,256,9728,0,84,0,32,64,0x0,0x73c6a4de3600,19.6223694919,96.6160522776,480,4.0181374259,1.1239442531,995,14688,667240,9600,48298461252914,48298461309032,48298461427592,48298487719143
101381,"void miso::kernels::add_rmsnorm_kernel<2048u, 512>(miso::kernels::AddRmsNormParams, unsigned int) [clone .kd]",1,1,101683,1553930,1553930,512,512,512,0,28,0,32,64,0x0,0x73c6a508d680,0.0456523290,98.7695312500,8,0.0000000000,0.4880627974,15,96,616,24,48298461386388,48298461427592,48298461530792,48298487601060
101382,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 2048u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101684,1553930,1553930,61440,256,0,0,72,0,48,64,0x0,0x73c6a5072f40,23.2998227281,96.1723834535,960,0.0000000000,9.8523908190,0,25088,888000,0,48298461508559,48298461530792,48298461680711,48298487477719
101383,"void miso::kernels::q6k_gemv_kernel<2048u, 256, 1>(miso::kernels::Q6kGemvParams) [clone .kd]",1,1,101685,1553930,1553930,61440,256,0,0,60,0,32,64,0x0,0x73c6a5073040,9.2295319483,97.9872021711,960,0.0000000000,0.3242220508,0,6144,149312,0,48298461635216,48298461680711,48298461784391,48298487359451
101384,"void miso::kernels::attn_prep_kernel<256>(miso::kernels::AttnPrepParams) [clone .kd]",1,1,101686,1553930,1553930,4608,256,1536,0,28,0,64,64,0x0,0x73c6a5032400,0.3618533219,97.9857708255,72,0.0000000000,0.7641647502,82,170,4946,288,48298461759647,48298461784391,48298461912871,48298487238046
101385,"void miso::kernels::attn_split_kernel<256>(miso::kernels::AttnSplitParams) [clone .kd]",1,1,101687,1553930,1553930,4608,256,26112,0,96,0,48,64,0x0,0x73c6a5032440,2.9852249046,96.3820691819,72,0.5151380336,0.1577941075,5310,1136,74914,22744,48298461889948,48298461912871,48298462049351,48298487105430
101386,"void miso::kernels::attn_combine_kernel<256>(miso::kernels::AttnCombineParams) [clone .kd]",1,1,101688,1553930,1553930,4096,256,0,0,16,0,32,64,0x0,0x73c6a5032480,0.6578528917,99.4561464088,64,0.0000000000,0.1669806474,0,2368,9152,0,48298462017602,48298462049351,48298462168231,48298486984927
101387,"void miso::kernels::q4k_gemv_kernel<(miso::kernels::ActFormat)1, 4096u, 256, 4>(miso::kernels::Q4kGemvParams) [clone .kd]",1,1,101689,1553930,1553930,61440,256,0,0,112,0,48,64,0x0,0x73c6a5072fc0,14.0641497509,97.3202307708,960,0.0000000000,1.2913381565,0,16384,451392,0,48298462142232,48298462168231,48298462355110,48298486863174
